model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
google-bert/bert-base-multilingual-uncased,0,test,IfcReinforcingBar,Armierungsstahl,Armierungsstahl,1,Bitumenemulsion,0.708497,0.708497,False,47,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.708497,0.650985,0.057512,0.117267,0.493973,0.062910,3.410036,0.914201,2.301673,Bitumenemulsion | Magerbeton | Gussasphalt | Balkenschichtholz | Polystyrol extrudiert XPS | Polyethylenfolie PE | Silicon-Fugenmasse | Brettschichtholz | Stahlprofil blank | Konstruktionsvollholz,0.708497 | 0.650985 | 0.619873 | 0.592988 | 0.591230 | 0.583571 | 0.582561 | 0.577878 | 0.576968 | 0.564303
google-bert/bert-base-multilingual-uncased,1,test,IfcReinforcingBar Bügel B500B,Armierungsstahl,Armierungsstahl,1,Bitumenemulsion,0.648129,0.648129,False,44,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.648129,0.615677,0.032452,0.051112,0.509217,0.064966,2.138225,0.499519,2.302274,Bitumenemulsion | Messing-/Baubronzeblech | Dichtungsbahn Polyolefin FPO | 2K-Fliessbelag Epoxidharz | Polystyrol extrudiert XPS | Plexiglas PMMA Acrylglas | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Silicon-Fugenmasse | Baukleber Einbettmörtel organisch | Polyamid PA glasfaserverstärkt,0.648129 | 0.615677 | 0.604504 | 0.603169 | 0.597017 | 0.588120 | 0.572577 | 0.569648 | 0.567686 | 0.566461
google-bert/bert-base-multilingual-uncased,2,test,IfcReinforcingBar Längsstab B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.601261,0.601261,False,37,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.601261,0.597104,0.004157,0.012280,0.525005,0.062459,1.220894,0.066560,2.302568,Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baukleber Einbettmörtel organisch | Tiefgründung Ortbetonverdrängungspfahl 660/580 | 2K-Fliessbelag Epoxidharz | Betonfertigteil hochfest | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Polyamid PA glasfaserverstärkt | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Messing-/Baubronzeblech,0.601261 | 0.597104 | 0.596880 | 0.589732 | 0.588981 | 0.587402 | 0.586148 | 0.585453 | 0.584763 | 0.583395
google-bert/bert-base-multilingual-uncased,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Messing-/Baubronzeblech,0.635541,0.635541,False,41,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.635541,0.630559,0.004982,0.035799,0.510632,0.075375,1.657173,0.066099,2.302436,Messing-/Baubronzeblech | 2K-Fliessbelag Epoxidharz | Plexiglas PMMA Acrylglas | Dichtungsbahn Polyolefin FPO | Baukleber Einbettmörtel organisch | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Bitumenemulsion | Tiefgründung Mikrobohrpfahl | Polystyrol extrudiert XPS | Dichtungsbahn Gummi EPDM,0.635541 | 0.630559 | 0.614595 | 0.608399 | 0.599742 | 0.596321 | 0.593912 | 0.588565 | 0.588392 | 0.582192
google-bert/bert-base-multilingual-uncased,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,Bitumenemulsion,0.590681,0.590681,False,76,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590681,0.562988,0.027693,0.046238,0.480903,0.051392,2.136074,0.538858,2.302460,Bitumenemulsion | Polystyrol extrudiert XPS | Silicon-Fugenmasse | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | 2K-Fliessbelag Epoxidharz | Messing-/Baubronzeblech | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baukleber Einbettmörtel organisch | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich,0.590681 | 0.562988 | 0.550363 | 0.547158 | 0.544443 | 0.541875 | 0.540046 | 0.538367 | 0.537795 | 0.537439
google-bert/bert-base-multilingual-uncased,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.631355,0.631355,False,44,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.631355,0.626125,0.005230,0.031205,0.521759,0.073013,1.501060,0.071636,2.302499,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Spundwand verankert | Baugrubensicherung Nagelwand | Baugrubensicherung Rühlwand gespriesst | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Spundwand gespriesst | Dichtungsbahn Gummi EPDM,0.631355 | 0.626125 | 0.603430 | 0.600511 | 0.600150 | 0.598171 | 0.595774 | 0.594571 | 0.593808 | 0.592191
google-bert/bert-base-multilingual-uncased,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.637413,0.637413,False,53,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.637413,0.637302,0.000111,0.003093,0.560740,0.064860,1.182122,0.001713,2.302582,OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Schlitzwand 400 | Silicon-Fugenmasse | Baugrubensicherung Schlitzwand 800 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Dichtungsbahn Polyolefin FPO | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Ortbetonverdrängungspfahl 660/580,0.637413 | 0.637302 | 0.635500 | 0.634754 | 0.634320 | 0.634306 | 0.633558 | 0.632109 | 0.630009 | 0.628913
google-bert/bert-base-multilingual-uncased,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.640637,0.640637,False,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640637,0.639836,0.000801,0.016782,0.551875,0.065468,1.355802,0.012229,2.302544,Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 900 | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonbohrpfahl 1200 | Dichtungsbahn Polyolefin FPO,0.640637 | 0.639836 | 0.632701 | 0.623986 | 0.623855 | 0.618553 | 0.617563 | 0.617507 | 0.616768 | 0.616695
google-bert/bert-base-multilingual-uncased,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,Messing-/Baubronzeblech,0.650650,0.650650,False,36,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.650650,0.650175,0.000475,0.004329,0.582298,0.067851,1.007374,0.007007,2.302579,Messing-/Baubronzeblech | Stahlblech verzinkt | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200,0.650650 | 0.650175 | 0.650081 | 0.646595 | 0.646321 | 0.644153 | 0.643418 | 0.643227 | 0.641248 | 0.640997
google-bert/bert-base-multilingual-uncased,9,test,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,1,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.661282,0.661282,False,19,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.661282,0.655980,0.005302,0.016183,0.567312,0.077234,1.216686,0.068643,2.302556,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Betonfertigteil normalfest | Tiefgründung Vorgefertigter Betonpfahl | Holzwolle-Leichtbauplatte zementgebunden | Betonfertigteil hochfest | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Stahlblech verzinkt | Tiefgründung Ortbetonverdrängungspfahl 560/480 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.661282 | 0.655980 | 0.649056 | 0.648007 | 0.645099 | 0.642226 | 0.641776 | 0.638512 | 0.637233 | 0.637157
google-bert/bert-base-multilingual-uncased,10,test,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,1,Stahlblech verzinkt,0.672965,0.672965,False,28,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.672965,0.662377,0.010589,0.013321,0.580877,0.073909,1.245969,0.143265,2.302563,Stahlblech verzinkt | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand verankert | Holzwolle-Leichtbauplatte zementgebunden | Messing-/Baubronzeblech | Betonfertigteil normalfest | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Betonfertigteil hochfest,0.672965 | 0.662377 | 0.661654 | 0.659796 | 0.659645 | 0.658705 | 0.654214 | 0.653246 | 0.651061 | 0.648377
google-bert/bert-base-multilingual-uncased,11,test,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,1,Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,0.695000,0.695000,False,30,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.695000,0.693107,0.001893,0.020450,0.580690,0.090458,1.263682,0.020923,2.302538,Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | 2K-Fliessbelag Epoxidharz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Spundwand verankert | Baugrubensicherung Schlitzwand 400,0.695000 | 0.693107 | 0.680914 | 0.675817 | 0.674550 | 0.672907 | 0.669081 | 0.668851 | 0.667841 | 0.667051
google-bert/bert-base-multilingual-uncased,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonverdrängungspfahl 560/480,0.645379,0.645379,False,33,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.645379,0.638683,0.006695,0.016926,0.557212,0.072891,1.209583,0.091856,2.302549,Tiefgründung Ortbetonverdrängungspfahl 560/480 | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Dichtungsbahn Polyolefin FPO | Tiefgründung Ortbetonverdrängungspfahl 660/580 | 2K-Fliessbelag Epoxidharz | Betonfertigteil hochfest | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Spundwand auskragend | Betonfertigteil normalfest | Messing-/Baubronzeblech,0.645379 | 0.638683 | 0.634853 | 0.630716 | 0.628453 | 0.625231 | 0.624563 | 0.623005 | 0.618217 | 0.617666
google-bert/bert-base-multilingual-uncased,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.687730,0.687730,False,59,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.687730,0.685882,0.001847,0.013018,0.539568,0.119416,1.240713,0.015469,2.302561,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Plexiglas PMMA Acrylglas | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Vorgefertigter Betonpfahl | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich,0.687730 | 0.685882 | 0.681531 | 0.677312 | 0.674712 | 0.672187 | 0.671897 | 0.670200 | 0.669871 | 0.665366
google-bert/bert-base-multilingual-uncased,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich,0.732662,0.732662,False,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.732662,0.727720,0.004942,0.019716,0.564856,0.131697,1.274187,0.037526,2.302535,Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Tiefgründung Vorgefertigter Betonpfahl | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Baugrubensicherung Rühlwand auskragend,0.732662 | 0.727720 | 0.719826 | 0.716491 | 0.712946 | 0.705885 | 0.705172 | 0.705098 | 0.704467 | 0.703657
google-bert/bert-base-multilingual-uncased,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden,0.726131,0.726131,False,58,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.726131,0.723795,0.002336,0.015223,0.564753,0.137295,1.175414,0.017014,2.302550,Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Plexiglas PMMA Acrylglas | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Spundwand auskragend | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich,0.726131 | 0.723795 | 0.714196 | 0.712356 | 0.710908 | 0.706970 | 0.704710 | 0.704050 | 0.701165 | 0.700826
google-bert/bert-base-multilingual-uncased,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 560/480,0.748234,0.748234,False,56,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.748234,0.743683,0.004551,0.011899,0.579429,0.133533,1.264148,0.034085,2.302499,Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Holzwolle-Leichtbauplatte zementgebunden | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet gehobelt | Baugrubensicherung Bohrpfahlwand unverankert | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich,0.748234 | 0.743683 | 0.739575 | 0.737799 | 0.736336 | 0.731480 | 0.719063 | 0.714241 | 0.712534 | 0.711545
google-bert/bert-base-multilingual-uncased,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Holzwolle-Leichtbauplatte zementgebunden,0.742225,0.742225,False,51,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.742225,0.716031,0.026194,0.041636,0.557908,0.130985,1.407163,0.199975,2.302463,Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Rühlwand auskragend | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Baugrubensicherung Spundwand auskragend,0.742225 | 0.716031 | 0.713719 | 0.708125 | 0.700589 | 0.697941 | 0.693394 | 0.692991 | 0.690219 | 0.689048
google-bert/bert-base-multilingual-uncased,18,test,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Spundwand auskragend,0.772628,0.772628,False,53,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.772628,0.770267,0.002360,0.017770,0.563487,0.149784,1.396282,0.015758,2.302514,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Spundwand verankert,0.772628 | 0.770267 | 0.763559 | 0.762891 | 0.754858 | 0.753198 | 0.749402 | 0.747099 | 0.740022 | 0.734568
google-bert/bert-base-multilingual-uncased,19,test,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Baugrubensicherung Spundwand auskragend,0.731712,0.731712,False,52,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.731712,0.729208,0.002504,0.024048,0.546086,0.132742,1.398398,0.018864,2.302510,Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Rühlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand verankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.731712 | 0.729208 | 0.719678 | 0.714614 | 0.707663 | 0.707049 | 0.706315 | 0.700496 | 0.699302 | 0.692007
google-bert/bert-base-multilingual-uncased,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Bohrpfahlbeton,0.765684,0.765684,False,6,False,0.000000,0.000000,1.000000,0.166667,0.411834,0.208333,1.000000,0.765684,0.759783,0.005901,0.023165,0.584028,0.128721,1.411244,0.045844,2.302533,Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert,0.765684 | 0.759783 | 0.743896 | 0.743664 | 0.742520 | 0.742079 | 0.741590 | 0.739436 | 0.736597 | 0.728563
google-bert/bert-base-multilingual-uncased,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Ortbetonverdrängungspfahl 560/480,0.746197,0.746197,False,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,0.746197,0.737071,0.009127,0.022527,0.567278,0.130534,1.370678,0.069917,2.302499,Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand unverankert,0.746197 | 0.737071 | 0.729515 | 0.728576 | 0.723670 | 0.713651 | 0.710133 | 0.709759 | 0.709645 | 0.705152
google-bert/bert-base-multilingual-uncased,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Bohrpfahlbeton,0.811223,0.811223,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.811223,0.762684,0.048539,0.075760,0.597907,0.115423,1.848116,0.420528,2.302263,Bohrpfahlbeton | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Mikrobohrpfahl | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Baugrubensicherung Bohrpfahlwand gespriesst,0.811223 | 0.762684 | 0.735954 | 0.735853 | 0.735463 | 0.733136 | 0.732377 | 0.728744 | 0.725768 | 0.725309
google-bert/bert-base-multilingual-uncased,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Bohrpfahlbeton,0.811741,0.811741,False,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,0.811741,0.761241,0.050500,0.075398,0.596451,0.114876,1.874102,0.439600,2.302253,Bohrpfahlbeton | Holzwolle-Leichtbauplatte zementgebunden | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Mikrobohrpfahl | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst,0.811741 | 0.761241 | 0.738511 | 0.738333 | 0.736343 | 0.733595 | 0.730769 | 0.726725 | 0.724540 | 0.721773
google-bert/bert-base-multilingual-uncased,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Baugrubensicherung Rühlwand auskragend,0.664175,0.664175,False,68,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.664175,0.661278,0.002897,0.012968,0.524534,0.116880,1.194734,0.024788,2.302562,Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Massivholz Buche Eiche kammergetrocknet gehobelt | Tiefgründung Mikrobohrpfahl | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich,0.664175 | 0.661278 | 0.658446 | 0.655562 | 0.651207 | 0.650721 | 0.649908 | 0.645493 | 0.644076 | 0.643520
