index,entity,predefined_type,material,strength,exposure,diameter,casting_method,query,dedupe_key
9270,IfcTrackElement,SLEEPER,Stahlbeton NPK G,C20/25,,,INSITU,IfcTrackElement SLEEPER Stahlbeton NPK G C20/25 INSITU,IfcTrackElement SLEEPER Stahlbeton NPK G C20/25 INSITU
9271,IfcTrackElement,SPEEDREGULATOR,,S235,,,,IfcTrackElement SPEEDREGULATOR S235,IfcTrackElement SPEEDREGULATOR S235
9272,IfcTrackElement,SPEEDREGULATOR,,S355,,,,IfcTrackElement SPEEDREGULATOR S355,IfcTrackElement SPEEDREGULATOR S355
9273,IfcTrackElement,SPEEDREGULATOR,,S460,,,,IfcTrackElement SPEEDREGULATOR S460,IfcTrackElement SPEEDREGULATOR S460
9274,IfcTrackElement,SPEEDREGULATOR,Stahl,,,,,IfcTrackElement SPEEDREGULATOR Stahl,IfcTrackElement SPEEDREGULATOR Stahl
9275,IfcTrackElement,SPEEDREGULATOR,Stahl,S235,,,,IfcTrackElement SPEEDREGULATOR Stahl S235,IfcTrackElement SPEEDREGULATOR Stahl S235
9276,IfcTrackElement,SPEEDREGULATOR,Stahl,S235J0,,,,IfcTrackElement SPEEDREGULATOR Stahl S235J0,IfcTrackElement SPEEDREGULATOR Stahl S235J0
9277,IfcTrackElement,SPEEDREGULATOR,Stahl,S235JR,,,,IfcTrackElement SPEEDREGULATOR Stahl S235JR,IfcTrackElement SPEEDREGULATOR Stahl S235JR
9278,IfcTrackElement,SPEEDREGULATOR,Stahl,S355,,,,IfcTrackElement SPEEDREGULATOR Stahl S355,IfcTrackElement SPEEDREGULATOR Stahl S355
9279,IfcTrackElement,SPEEDREGULATOR,Stahl,S355J0,,,,IfcTrackElement SPEEDREGULATOR Stahl S355J0,IfcTrackElement SPEEDREGULATOR Stahl S355J0
9280,IfcTrackElement,SPEEDREGULATOR,Stahl,S355JR,,,,IfcTrackElement SPEEDREGULATOR Stahl S355JR,IfcTrackElement SPEEDREGULATOR Stahl S355JR
9281,IfcTrackElement,SPEEDREGULATOR,Stahl,S460,,,,IfcTrackElement SPEEDREGULATOR Stahl S460,IfcTrackElement SPEEDREGULATOR Stahl S460
9282,IfcTrackElement,TRACKENDOFALIGNMENT,,S235,,,,IfcTrackElement TRACKENDOFALIGNMENT S235,IfcTrackElement TRACKENDOFALIGNMENT S235
9283,IfcTrackElement,TRACKENDOFALIGNMENT,,S355,,,,IfcTrackElement TRACKENDOFALIGNMENT S355,IfcTrackElement TRACKENDOFALIGNMENT S355
9284,IfcTrackElement,TRACKENDOFALIGNMENT,,S460,,,,IfcTrackElement TRACKENDOFALIGNMENT S460,IfcTrackElement TRACKENDOFALIGNMENT S460
9285,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton,IfcTrackElement TRACKENDOFALIGNMENT Beton
9286,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton Fertigteil
9287,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton INSITU
9288,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton Ortbeton
9289,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton PRECAST
9290,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C20/25,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25
9291,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C20/25,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25 Fertigteil
9292,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C20/25,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton C20/25 Ortbeton
9293,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C25/30,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30
9294,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C25/30,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30 Ortbeton
9295,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C25/30,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton C25/30 PRECAST
9296,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C30/37,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37
9297,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C30/37,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37 Fertigteil
9298,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C30/37,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C30/37 INSITU
9299,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C35/45,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45
9300,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C35/45,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45 INSITU
9301,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C35/45,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton C35/45 PRECAST
9302,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C40/50,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50
9303,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C40/50,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50 Fertigteil
9304,IfcTrackElement,TRACKENDOFALIGNMENT,Beton,C40/50,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton C40/50 INSITU
9305,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK D,,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D
9306,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK D,C20/25,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C20/25 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C20/25 Fertigteil
9307,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK D,C25/30,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C25/30 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C25/30 Ortbeton
9308,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK D,C40/50,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C40/50 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK D C40/50 Fertigteil
9309,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK F,,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F
9310,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK F,C35/45,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F C35/45 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F C35/45 INSITU
9311,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK F,C40/50,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F C40/50 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK F C40/50 INSITU
9312,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,,,,,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G
9313,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,C20/25,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C20/25 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C20/25 Ortbeton
9314,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,C25/30,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C25/30 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C25/30 PRECAST
9315,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,C30/37,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C30/37 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C30/37 Fertigteil
9316,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,C30/37,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C30/37 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C30/37 INSITU
9317,IfcTrackElement,TRACKENDOFALIGNMENT,Beton NPK G,C35/45,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C35/45 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Beton NPK G C35/45 PRECAST
9318,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl,IfcTrackElement TRACKENDOFALIGNMENT Stahl
9319,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S235,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235
9320,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S235J0,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235J0,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235J0
9321,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S235JR,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235JR,IfcTrackElement TRACKENDOFALIGNMENT Stahl S235JR
9322,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S355,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355
9323,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S355J0,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355J0,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355J0
9324,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S355JR,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355JR,IfcTrackElement TRACKENDOFALIGNMENT Stahl S355JR
9325,IfcTrackElement,TRACKENDOFALIGNMENT,Stahl,S460,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahl S460,IfcTrackElement TRACKENDOFALIGNMENT Stahl S460
9326,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton
9327,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton Fertigteil
9328,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton INSITU
9329,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton Ortbeton
9330,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton PRECAST
9331,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C20/25,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25
9332,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C20/25,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25 INSITU
9333,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C20/25,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C20/25 PRECAST
9334,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C25/30,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30
9335,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C25/30,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30 Ortbeton
9336,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C25/30,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C25/30 PRECAST
9337,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C30/37,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37
9338,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C30/37,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37 Fertigteil
9339,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C30/37,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C30/37 INSITU
9340,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C35/45,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45
9341,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C35/45,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45 INSITU
9342,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C35/45,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C35/45 PRECAST
9343,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C40/50,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50
9344,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C40/50,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50 Fertigteil
9345,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton,C40/50,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton C40/50 INSITU
9346,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK D,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D
9347,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK D,C30/37,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C30/37 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C30/37 INSITU
9348,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK D,C35/45,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C35/45 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C35/45 INSITU
9349,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK D,C40/50,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C40/50 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK D C40/50 Fertigteil
9350,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK E,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E
9351,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK E,C30/37,,,Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E C30/37 Fertigteil,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E C30/37 Fertigteil
9352,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK E,C35/45,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E C35/45 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK E C35/45 PRECAST
9353,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK F,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F
9354,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK F,C20/25,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C20/25 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C20/25 INSITU
9355,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK F,C20/25,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C20/25 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C20/25 PRECAST
9356,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK F,C25/30,,,Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C25/30 Ortbeton,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C25/30 Ortbeton
9357,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK F,C25/30,,,PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C25/30 PRECAST,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK F C25/30 PRECAST
9358,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK G,,,,,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK G,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK G
9359,IfcTrackElement,TRACKENDOFALIGNMENT,Stahlbeton NPK G,C40/50,,,INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK G C40/50 INSITU,IfcTrackElement TRACKENDOFALIGNMENT Stahlbeton NPK G C40/50 INSITU
9360,IfcTrackElement,VEHICLESTOP,,S235,,,,IfcTrackElement VEHICLESTOP S235,IfcTrackElement VEHICLESTOP S235
9361,IfcTrackElement,VEHICLESTOP,,S355,,,,IfcTrackElement VEHICLESTOP S355,IfcTrackElement VEHICLESTOP S355
9362,IfcTrackElement,VEHICLESTOP,,S460,,,,IfcTrackElement VEHICLESTOP S460,IfcTrackElement VEHICLESTOP S460
9363,IfcTrackElement,VEHICLESTOP,Stahl,,,,,IfcTrackElement VEHICLESTOP Stahl,IfcTrackElement VEHICLESTOP Stahl
9364,IfcTrackElement,VEHICLESTOP,Stahl,S235,,,,IfcTrackElement VEHICLESTOP Stahl S235,IfcTrackElement VEHICLESTOP Stahl S235
9365,IfcTrackElement,VEHICLESTOP,Stahl,S235J0,,,,IfcTrackElement VEHICLESTOP Stahl S235J0,IfcTrackElement VEHICLESTOP Stahl S235J0
9366,IfcTrackElement,VEHICLESTOP,Stahl,S235JR,,,,IfcTrackElement VEHICLESTOP Stahl S235JR,IfcTrackElement VEHICLESTOP Stahl S235JR
9367,IfcTrackElement,VEHICLESTOP,Stahl,S355,,,,IfcTrackElement VEHICLESTOP Stahl S355,IfcTrackElement VEHICLESTOP Stahl S355
9368,IfcTrackElement,VEHICLESTOP,Stahl,S355J0,,,,IfcTrackElement VEHICLESTOP Stahl S355J0,IfcTrackElement VEHICLESTOP Stahl S355J0
9369,IfcTrackElement,VEHICLESTOP,Stahl,S355JR,,,,IfcTrackElement VEHICLESTOP Stahl S355JR,IfcTrackElement VEHICLESTOP Stahl S355JR
9370,IfcTrackElement,VEHICLESTOP,Stahl,S460,,,,IfcTrackElement VEHICLESTOP Stahl S460,IfcTrackElement VEHICLESTOP Stahl S460
9371,IfcWall,,,S235,,,,IfcWall S235,IfcWall S235
9372,IfcWall,,,S355,,,,IfcWall S355,IfcWall S355
9373,IfcWall,,,S460,,,,IfcWall S460,IfcWall S460
9374,IfcWall,,Beton,,,,,IfcWall Beton,IfcWall Beton
9375,IfcWall,,Beton,,,,Fertigteil,IfcWall Beton Fertigteil,IfcWall Beton Fertigteil
9376,IfcWall,,Beton,,,,INSITU,IfcWall Beton INSITU,IfcWall Beton INSITU
9377,IfcWall,,Beton,,,,Ortbeton,IfcWall Beton Ortbeton,IfcWall Beton Ortbeton
9378,IfcWall,,Beton,,,,PRECAST,IfcWall Beton PRECAST,IfcWall Beton PRECAST
9379,IfcWall,,Beton,C12/15,,,,IfcWall Beton C12/15,IfcWall Beton C12/15
9380,IfcWall,,Beton,C12/15,,,Ortbeton,IfcWall Beton C12/15 Ortbeton,IfcWall Beton C12/15 Ortbeton
9381,IfcWall,,Beton,C16/20,,,,IfcWall Beton C16/20,IfcWall Beton C16/20
9382,IfcWall,,Beton,C16/20,,,INSITU,IfcWall Beton C16/20 INSITU,IfcWall Beton C16/20 INSITU
9383,IfcWall,,Beton,C20/25,,,,IfcWall Beton C20/25,IfcWall Beton C20/25
9384,IfcWall,,Beton,C20/25,,,Fertigteil,IfcWall Beton C20/25 Fertigteil,IfcWall Beton C20/25 Fertigteil
9385,IfcWall,,Beton,C20/25,,,INSITU,IfcWall Beton C20/25 INSITU,IfcWall Beton C20/25 INSITU
9386,IfcWall,,Beton,C25/30,,,,IfcWall Beton C25/30,IfcWall Beton C25/30
9387,IfcWall,,Beton,C25/30,,,INSITU,IfcWall Beton C25/30 INSITU,IfcWall Beton C25/30 INSITU
9388,IfcWall,,Beton,C25/30,,,PRECAST,IfcWall Beton C25/30 PRECAST,IfcWall Beton C25/30 PRECAST
9389,IfcWall,,Beton,C30/37,,,,IfcWall Beton C30/37,IfcWall Beton C30/37
9390,IfcWall,,Beton,C30/37,,,Fertigteil,IfcWall Beton C30/37 Fertigteil,IfcWall Beton C30/37 Fertigteil
9391,IfcWall,,Beton,C30/37,,,Ortbeton,IfcWall Beton C30/37 Ortbeton,IfcWall Beton C30/37 Ortbeton
9392,IfcWall,,Beton,C35/45,,,,IfcWall Beton C35/45,IfcWall Beton C35/45
9393,IfcWall,,Beton,C35/45,,,INSITU,IfcWall Beton C35/45 INSITU,IfcWall Beton C35/45 INSITU
9394,IfcWall,,Beton,C35/45,,,PRECAST,IfcWall Beton C35/45 PRECAST,IfcWall Beton C35/45 PRECAST
9395,IfcWall,,Beton,C40/50,,,,IfcWall Beton C40/50,IfcWall Beton C40/50
9396,IfcWall,,Beton,C40/50,,,Ortbeton,IfcWall Beton C40/50 Ortbeton,IfcWall Beton C40/50 Ortbeton
9397,IfcWall,,Beton,C40/50,,,PRECAST,IfcWall Beton C40/50 PRECAST,IfcWall Beton C40/50 PRECAST
9398,IfcWall,,Beton NPK D,,,,,IfcWall Beton NPK D,IfcWall Beton NPK D
9399,IfcWall,,Beton NPK D,C20/25,,,INSITU,IfcWall Beton NPK D C20/25 INSITU,IfcWall Beton NPK D C20/25 INSITU
9400,IfcWall,,Beton NPK D,C30/37,,,Ortbeton,IfcWall Beton NPK D C30/37 Ortbeton,IfcWall Beton NPK D C30/37 Ortbeton
9401,IfcWall,,Beton NPK D,C35/45,,,INSITU,IfcWall Beton NPK D C35/45 INSITU,IfcWall Beton NPK D C35/45 INSITU
9402,IfcWall,,Beton NPK D,C35/45,,,PRECAST,IfcWall Beton NPK D C35/45 PRECAST,IfcWall Beton NPK D C35/45 PRECAST
9403,IfcWall,,Beton NPK E,,,,,IfcWall Beton NPK E,IfcWall Beton NPK E
9404,IfcWall,,Beton NPK E,C20/25,,,Fertigteil,IfcWall Beton NPK E C20/25 Fertigteil,IfcWall Beton NPK E C20/25 Fertigteil
9405,IfcWall,,Beton NPK E,C40/50,,,Ortbeton,IfcWall Beton NPK E C40/50 Ortbeton,IfcWall Beton NPK E C40/50 Ortbeton
9406,IfcWall,,Beton NPK F,,,,,IfcWall Beton NPK F,IfcWall Beton NPK F
9407,IfcWall,,Beton NPK F,C25/30,,,INSITU,IfcWall Beton NPK F C25/30 INSITU,IfcWall Beton NPK F C25/30 INSITU
9408,IfcWall,,Beton NPK F,C30/37,,,Fertigteil,IfcWall Beton NPK F C30/37 Fertigteil,IfcWall Beton NPK F C30/37 Fertigteil
9409,IfcWall,,Beton NPK F,C40/50,,,PRECAST,IfcWall Beton NPK F C40/50 PRECAST,IfcWall Beton NPK F C40/50 PRECAST
9410,IfcWall,,Beton NPK G,,,,,IfcWall Beton NPK G,IfcWall Beton NPK G
9411,IfcWall,,Beton NPK G,C25/30,,,PRECAST,IfcWall Beton NPK G C25/30 PRECAST,IfcWall Beton NPK G C25/30 PRECAST
9412,IfcWall,,Mauerwerk,,,,,IfcWall Mauerwerk,IfcWall Mauerwerk
9413,IfcWall,,Naturstein,,,,,IfcWall Naturstein,IfcWall Naturstein
9414,IfcWall,,Stahl,,,,,IfcWall Stahl,IfcWall Stahl
9415,IfcWall,,Stahl,S235,,,,IfcWall Stahl S235,IfcWall Stahl S235
9416,IfcWall,,Stahl,S235J0,,,,IfcWall Stahl S235J0,IfcWall Stahl S235J0
9417,IfcWall,,Stahl,S235JR,,,,IfcWall Stahl S235JR,IfcWall Stahl S235JR
9418,IfcWall,,Stahl,S355,,,,IfcWall Stahl S355,IfcWall Stahl S355
