line_number,query,baseline_mapping,new_mapping,change_state,mapping_state
9695,IfcWall Stahlbeton Bohrpfahlwand gespriesst Fertigteil,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9696,IfcWall Stahlbeton Bohrpfahlwand gespriesst INSITU,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9697,IfcWall Stahlbeton Bohrpfahlwand gespriesst Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9698,IfcWall Stahlbeton Bohrpfahlwand gespriesst PRECAST,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9699,IfcWall Stahlbeton Bohrpfahlwand gespriesst C20/25,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9700,IfcWall Stahlbeton Bohrpfahlwand gespriesst C20/25 Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9701,IfcWall Stahlbeton Bohrpfahlwand gespriesst C20/25 PRECAST,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9702,IfcWall Stahlbeton Bohrpfahlwand gespriesst C25/30,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9703,IfcWall Stahlbeton Bohrpfahlwand gespriesst C25/30 INSITU,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9704,IfcWall Stahlbeton Bohrpfahlwand gespriesst C25/30 PRECAST,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9705,IfcWall Stahlbeton Bohrpfahlwand gespriesst C30/37,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9706,IfcWall Stahlbeton Bohrpfahlwand gespriesst C30/37 Fertigteil,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9707,IfcWall Stahlbeton Bohrpfahlwand gespriesst C30/37 INSITU,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9708,IfcWall Stahlbeton Bohrpfahlwand gespriesst C35/45,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9709,IfcWall Stahlbeton Bohrpfahlwand gespriesst C35/45 Fertigteil,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9710,IfcWall Stahlbeton Bohrpfahlwand gespriesst C35/45 Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9711,IfcWall Stahlbeton Bohrpfahlwand gespriesst C40/50,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9712,IfcWall Stahlbeton Bohrpfahlwand gespriesst C40/50 INSITU,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9713,IfcWall Stahlbeton Bohrpfahlwand gespriesst C40/50 PRECAST,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9714,IfcWall Stahlbeton Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9715,IfcWall Stahlbeton Bohrpfahlwand unverankert Fertigteil,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9716,IfcWall Stahlbeton Bohrpfahlwand unverankert INSITU,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9717,IfcWall Stahlbeton Bohrpfahlwand unverankert Ortbeton,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9718,IfcWall Stahlbeton Bohrpfahlwand unverankert PRECAST,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9719,IfcWall Stahlbeton Bohrpfahlwand unverankert C20/25,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9720,IfcWall Stahlbeton Bohrpfahlwand unverankert C20/25 Ortbeton,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9721,IfcWall Stahlbeton Bohrpfahlwand unverankert C20/25 PRECAST,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9722,IfcWall Stahlbeton Bohrpfahlwand unverankert C25/30,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9723,IfcWall Stahlbeton Bohrpfahlwand unverankert C25/30 INSITU,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9724,IfcWall Stahlbeton Bohrpfahlwand unverankert C25/30 PRECAST,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9725,IfcWall Stahlbeton Bohrpfahlwand unverankert C30/37,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9726,IfcWall Stahlbeton Bohrpfahlwand unverankert C30/37 Fertigteil,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9727,IfcWall Stahlbeton Bohrpfahlwand unverankert C30/37 INSITU,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9728,IfcWall Stahlbeton Bohrpfahlwand unverankert C35/45,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9729,IfcWall Stahlbeton Bohrpfahlwand unverankert C35/45 Fertigteil,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9730,IfcWall Stahlbeton Bohrpfahlwand unverankert C35/45 Ortbeton,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9731,IfcWall Stahlbeton Bohrpfahlwand unverankert C40/50,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9732,IfcWall Stahlbeton Bohrpfahlwand unverankert C40/50 INSITU,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9733,IfcWall Stahlbeton Bohrpfahlwand unverankert C40/50 PRECAST,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9734,IfcWall Stahlbeton Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9735,IfcWall Stahlbeton Bohrpfahlwand verankert Fertigteil,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9736,IfcWall Stahlbeton Bohrpfahlwand verankert INSITU,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9737,IfcWall Stahlbeton Bohrpfahlwand verankert Ortbeton,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9738,IfcWall Stahlbeton Bohrpfahlwand verankert PRECAST,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9739,IfcWall Stahlbeton Bohrpfahlwand verankert C20/25,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9740,IfcWall Stahlbeton Bohrpfahlwand verankert C20/25 Ortbeton,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9741,IfcWall Stahlbeton Bohrpfahlwand verankert C20/25 PRECAST,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9742,IfcWall Stahlbeton Bohrpfahlwand verankert C25/30,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9743,IfcWall Stahlbeton Bohrpfahlwand verankert C25/30 INSITU,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9744,IfcWall Stahlbeton Bohrpfahlwand verankert C25/30 PRECAST,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9745,IfcWall Stahlbeton Bohrpfahlwand verankert C30/37,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9746,IfcWall Stahlbeton Bohrpfahlwand verankert C30/37 Fertigteil,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9747,IfcWall Stahlbeton Bohrpfahlwand verankert C30/37 INSITU,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9748,IfcWall Stahlbeton Bohrpfahlwand verankert C35/45,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9749,IfcWall Stahlbeton Bohrpfahlwand verankert C35/45 Fertigteil,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9750,IfcWall Stahlbeton Bohrpfahlwand verankert C35/45 Ortbeton,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9751,IfcWall Stahlbeton Bohrpfahlwand verankert C40/50,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9752,IfcWall Stahlbeton Bohrpfahlwand verankert C40/50 INSITU,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9753,IfcWall Stahlbeton Bohrpfahlwand verankert C40/50 PRECAST,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9754,IfcWall Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9755,IfcWall Stahlbeton NPK D C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9756,IfcWall Stahlbeton NPK D C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9757,IfcWall Stahlbeton NPK D C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9758,IfcWall Stahlbeton NPK D Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9759,IfcWall Stahlbeton NPK D Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9760,IfcWall Stahlbeton NPK D Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9761,IfcWall Stahlbeton NPK D Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9762,IfcWall Stahlbeton NPK D Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9763,IfcWall Stahlbeton NPK D Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9764,IfcWall Stahlbeton NPK D Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9765,IfcWall Stahlbeton NPK D Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9766,IfcWall Stahlbeton NPK D Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9767,IfcWall Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9768,IfcWall Stahlbeton NPK E C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9769,IfcWall Stahlbeton NPK E C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
9770,IfcWall Stahlbeton NPK E Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9771,IfcWall Stahlbeton NPK E Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9772,IfcWall Stahlbeton NPK E Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9773,IfcWall Stahlbeton NPK E Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9774,IfcWall Stahlbeton NPK E Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9775,IfcWall Stahlbeton NPK E Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9776,IfcWall Stahlbeton NPK E Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9777,IfcWall Stahlbeton NPK E Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9778,IfcWall Stahlbeton NPK E Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9779,IfcWall Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9780,IfcWall Stahlbeton NPK F C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9781,IfcWall Stahlbeton NPK F C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
9782,IfcWall Stahlbeton NPK F C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9783,IfcWall Stahlbeton NPK F Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9784,IfcWall Stahlbeton NPK F Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9785,IfcWall Stahlbeton NPK F Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9786,IfcWall Stahlbeton NPK F Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9787,IfcWall Stahlbeton NPK F Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9788,IfcWall Stahlbeton NPK F Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9789,IfcWall Stahlbeton NPK F Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9790,IfcWall Stahlbeton NPK F Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9791,IfcWall Stahlbeton NPK F Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9792,IfcWall Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9793,IfcWall Stahlbeton NPK G C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
9794,IfcWall Stahlbeton NPK G C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
9795,IfcWall Stahlbeton NPK G Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,Baugrubensicherung Bohrpfahlwand gespriesst,unchanged,non-empty
9796,IfcWall Stahlbeton NPK G Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,Baugrubensicherung Bohrpfahlwand unverankert,unchanged,non-empty
9797,IfcWall Stahlbeton NPK G Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand verankert,unchanged,non-empty
9798,IfcWall Stahlbeton NPK G Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9799,IfcWall Stahlbeton NPK G Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9800,IfcWall Stahlbeton NPK G Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,Baugrubensicherung Rühlwand gespriesst,unchanged,non-empty
9801,IfcWall Stahlbeton NPK G Rühlwand verankert,Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand verankert,unchanged,non-empty
9802,IfcWall Stahlbeton NPK G Schlitzwand 400,Baugrubensicherung Schlitzwand 400,Baugrubensicherung Schlitzwand 400,unchanged,non-empty
9803,IfcWall Stahlbeton NPK G Schlitzwand 800,Baugrubensicherung Schlitzwand 800,Baugrubensicherung Schlitzwand 800,unchanged,non-empty
9804,IfcWall Stahlbeton Nagelwand,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9805,IfcWall Stahlbeton Nagelwand Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9806,IfcWall Stahlbeton Nagelwand INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9807,IfcWall Stahlbeton Nagelwand Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9808,IfcWall Stahlbeton Nagelwand PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9809,IfcWall Stahlbeton Nagelwand C20/25,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9810,IfcWall Stahlbeton Nagelwand C20/25 Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9811,IfcWall Stahlbeton Nagelwand C20/25 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9812,IfcWall Stahlbeton Nagelwand C25/30,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9813,IfcWall Stahlbeton Nagelwand C25/30 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9814,IfcWall Stahlbeton Nagelwand C25/30 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9815,IfcWall Stahlbeton Nagelwand C30/37,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9816,IfcWall Stahlbeton Nagelwand C30/37 Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9817,IfcWall Stahlbeton Nagelwand C30/37 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9818,IfcWall Stahlbeton Nagelwand C35/45,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9819,IfcWall Stahlbeton Nagelwand C35/45 Fertigteil,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9820,IfcWall Stahlbeton Nagelwand C35/45 Ortbeton,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9821,IfcWall Stahlbeton Nagelwand C40/50,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9822,IfcWall Stahlbeton Nagelwand C40/50 INSITU,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9823,IfcWall Stahlbeton Nagelwand C40/50 PRECAST,Baugrubensicherung Nagelwand,Baugrubensicherung Nagelwand,unchanged,non-empty
9824,IfcWall Stahlbeton Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
9825,IfcWall Stahlbeton Rühlwand auskragend Fertigteil,Baugrubensicherung Rühlwand auskragend,Baugrubensicherung Rühlwand auskragend,unchanged,non-empty
